# format=sail-log v1
# logger=synth-log.mjs (synthetic)
# boat=Moth GBR 4242 (synthetic)
# class=Moth
# rate_hz=10
# declination_deg=-1.2
# imu_mount=x_fwd_y_stbd_z_down
# rudder_center_us=1510
# rudder_deg_per_us=0.1
# sheet_in_us=1000
# sheet_out_us=2000
# tws_source=none
# imu_fusion=rotation_vector
# gnss_rate_hz=5
t_ms,utc_ms,gnss_new,lat,lon,sog,cog,sacc,hacc,fix,sats,yaw,roll,pitch,gx,gy,gz,ax,ay,az,rudder_us,sheet_us,aux1_us,aux2_us,vbat,event,tws,twd
315480,1789910358980,0,50.5880996,-2.4481928,7.328,187.4,0.05,1.4,3,17,194.2,12.6,0.3,1.32,-0.12,0.42,0.19,-2.05,-9.94,1484,1134,,,4.01,0,,
315580,1789910359080,1,50.5880861,-2.4481931,7.237,187.5,0.05,1.5,3,17,194.1,13.1,0.4,1.81,-0.11,0.73,0.43,-2.40,-9.85,1484,1136,,,4.02,0,,
315680,1789910359180,0,50.5880861,-2.4481931,7.237,187.5,0.05,1.5,3,17,194.1,13.1,0.5,0.48,-0.21,-0.26,0.72,-2.32,-9.65,1489,1134,,,4.00,0,,
315780,1789910359280,1,50.5880736,-2.4481876,7.348,187.6,0.06,1.5,3,17,194.4,13.3,0.7,0.87,0.41,0.05,0.08,-2.77,-9.23,1487,1132,,,4.02,0,,
315880,1789910359380,0,50.5880736,-2.4481876,7.348,187.6,0.06,1.5,3,17,193.7,12.9,0.8,-1.16,-0.14,-0.12,-0.13,-2.36,-9.92,1491,1133,,,4.03,0,,
315980,1789910359480,1,50.5880624,-2.4481940,7.231,187.8,0.06,1.4,3,17,194.0,12.5,0.8,-0.71,-0.19,0.63,0.35,-1.48,-9.81,1485,1134,,,4.02,0,,
316080,1789910359580,0,50.5880624,-2.4481940,7.231,187.8,0.06,1.4,3,17,193.6,12.4,0.8,-0.08,0.05,0.50,-0.04,-2.32,-8.82,1485,1132,,,4.00,0,,
316180,1789910359680,1,50.5880450,-2.4482022,7.400,187.6,0.06,1.5,3,17,194.0,11.8,0.8,-1.76,-0.61,0.42,0.58,-2.48,-9.81,1481,1126,,,3.99,0,,
316280,1789910359780,0,50.5880450,-2.4482022,7.400,187.6,0.06,1.5,3,17,193.6,11.6,0.7,-0.73,-0.18,0.04,0.52,-2.54,-9.91,1486,1128,,,4.00,0,,
316380,1789910359880,1,50.5880355,-2.4482042,7.305,188.1,0.06,1.5,3,17,194.1,11.3,0.7,-0.87,-0.33,-0.17,0.56,-2.39,-9.03,1490,1127,,,4.02,0,,
316480,1789910359980,0,50.5880355,-2.4482042,7.305,188.1,0.06,1.5,3,17,194.2,11.6,0.6,1.98,-0.39,0.58,0.43,-1.45,-9.84,1489,1124,,,4.01,0,,
316580,1789910360080,1,50.5880218,-2.4482019,7.310,188.2,0.06,1.6,3,17,194.0,11.3,0.5,-0.82,-0.55,1.53,0.04,-1.77,-9.97,1489,1125,,,4.01,0,,
316680,1789910360180,0,50.5880218,-2.4482019,7.310,188.2,0.06,1.6,3,17,194.1,10.7,0.5,-2.02,-0.10,1.26,0.26,-1.21,-9.33,1486,1124,,,4.00,0,,
316780,1789910360280,1,50.5880096,-2.4482114,7.295,188.1,0.06,1.5,3,17,194.6,10.8,0.5,0.22,0.30,0.50,0.65,-1.23,-9.42,1491,1120,,,4.01,0,,
316880,1789910360380,0,50.5880096,-2.4482114,7.295,188.1,0.06,1.5,3,17,194.5,10.3,0.4,-0.74,-0.54,1.76,0.20,-1.62,-9.71,1489,1120,,,4.00,0,,
316980,1789910360480,1,50.5879977,-2.4482096,7.320,188.4,0.06,1.6,3,17,194.5,10.5,0.6,1.05,0.52,1.33,0.21,-1.98,-9.35,1490,1120,,,4.01,0,,
317080,1789910360580,0,50.5879977,-2.4482096,7.320,188.4,0.06,1.6,3,17,194.8,11.3,0.6,2.15,0.02,1.24,0.19,-2.11,-9.43,1490,1114,,,4.03,0,,
317180,1789910360680,1,50.5879783,-2.4482156,7.430,188.4,0.06,1.5,3,17,194.5,11.7,0.9,1.88,0.56,0.80,0.09,-1.38,-9.62,1496,1117,,,4.02,0,,
317280,1789910360780,0,50.5879783,-2.4482156,7.430,188.4,0.06,1.5,3,17,194.6,12.2,1.0,1.75,0.46,1.64,-0.01,-1.88,-8.96,1502,1114,,,4.01,0,,
317380,1789910360880,1,50.5879670,-2.4482145,7.419,188.6,0.05,1.6,3,17,195.2,12.1,1.0,-0.44,0.53,1.53,-0.21,-1.55,-9.67,1495,1111,,,4.01,0,,
317480,1789910360980,0,50.5879670,-2.4482145,7.419,188.6,0.05,1.6,3,17,195.1,13.0,0.8,2.53,-0.76,0.86,0.48,-2.14,-9.25,1493,1115,,,4.00,0,,
317580,1789910361080,1,50.5879518,-2.4482265,7.442,188.2,0.06,1.5,3,17,195.0,13.7,0.8,2.08,-0.29,0.47,0.46,-1.63,-9.56,1499,1110,,,4.02,0,,
317680,1789910361180,0,50.5879518,-2.4482265,7.442,188.2,0.06,1.5,3,17,194.4,13.4,0.6,-0.57,-0.46,0.74,-0.50,-3.02,-9.89,1502,1112,,,4.00,0,,
317780,1789910361280,1,50.5879397,-2.4482276,7.362,188.8,0.06,1.5,3,17,195.3,12.9,0.5,-0.81,-0.31,-0.49,0.13,-1.71,-9.19,1501,1111,,,3.98,0,,
317880,1789910361380,0,50.5879397,-2.4482276,7.362,188.8,0.06,1.5,3,17,195.7,12.9,0.3,-0.08,-0.46,0.48,-0.41,-2.53,-8.85,1502,1112,,,4.01,0,,
317980,1789910361480,1,50.5879277,-2.4482284,7.451,188.7,0.06,1.5,3,17,195.4,12.7,0.4,-0.79,0.09,-0.88,0.02,-2.02,-10.07,1500,1108,,,4.00,0,,
318080,1789910361580,0,50.5879277,-2.4482284,7.451,188.7,0.06,1.5,3,17,194.9,12.3,0.7,-1.25,0.89,-0.01,-0.06,-2.66,-10.13,1499,1108,,,4.01,0,,
318180,1789910361680,1,50.5879155,-2.4482344,7.396,188.6,0.06,1.5,3,17,194.0,12.0,0.6,-0.74,-0.39,-0.34,0.12,-1.61,-10.04,1501,1110,,,4.01,0,,
318280,1789910361780,0,50.5879155,-2.4482344,7.396,188.6,0.06,1.5,3,17,194.5,12.0,0.7,0.76,0.24,0.09,-0.30,-2.06,-9.72,1495,1107,,,4.01,0,,
318380,1789910361880,1,50.5879015,-2.4482317,7.425,188.3,0.06,1.6,3,17,194.2,11.5,0.6,-1.65,-0.35,-0.10,0.12,-1.70,-10.23,1496,1109,,,4.03,0,,
318480,1789910361980,0,50.5879015,-2.4482317,7.425,188.3,0.06,1.6,3,17,194.1,11.6,0.8,0.64,0.37,-0.01,-0.18,-2.38,-10.01,1498,1107,,,4.00,0,,
318580,1789910362080,1,50.5878838,-2.4482400,7.479,188.7,0.05,1.5,3,17,195.3,11.3,0.9,-0.72,0.35,-0.06,-0.38,-2.60,-9.59,1499,1107,,,4.02,0,,
318680,1789910362180,0,50.5878838,-2.4482400,7.479,188.7,0.05,1.5,3,17,194.8,12.1,0.8,2.29,-0.73,-0.05,0.52,-1.89,-9.82,1492,1103,,,4.02,0,,
318780,1789910362280,1,50.5878697,-2.4482377,7.414,188.4,0.05,1.5,3,17,194.0,11.8,0.5,-1.25,-0.55,-0.48,0.70,-2.63,-9.48,1491,1105,,,4.01,0,,
318880,1789910362380,0,50.5878697,-2.4482377,7.414,188.4,0.05,1.5,3,17,194.4,12.4,0.7,1.66,0.20,-0.13,0.58,-2.59,-9.45,1491,1109,,,4.02,0,,
318980,1789910362480,1,50.5878611,-2.4482419,7.328,187.8,0.06,1.6,3,17,194.6,12.5,0.6,-0.05,-0.20,0.02,-0.47,-2.81,-8.86,1489,1105,,,4.02,0,,
319080,1789910362580,0,50.5878611,-2.4482419,7.328,187.8,0.06,1.6,3,17,193.9,12.0,0.9,-0.51,0.51,-0.53,0.26,-2.72,-10.09,1488,1107,,,3.99,0,,
319180,1789910362680,1,50.5878455,-2.4482501,7.342,189.0,0.05,1.5,3,17,194.4,11.8,0.8,-0.59,-0.61,-0.27,0.09,-2.17,-10.08,1496,1101,,,4.00,0,,
319280,1789910362780,0,50.5878455,-2.4482501,7.342,189.0,0.05,1.5,3,17,194.2,11.0,0.7,-2.20,-0.13,-0.29,0.22,-1.42,-9.40,1484,1104,,,3.99,0,,
319380,1789910362880,1,50.5878340,-2.4482538,7.279,188.1,0.05,1.6,3,17,193.9,11.1,0.6,0.45,-0.67,-0.35,-0.07,-2.20,-9.60,1489,1104,,,4.01,0,,
319480,1789910362980,0,50.5878340,-2.4482538,7.279,188.1,0.05,1.6,3,17,194.3,10.2,0.7,-1.99,-0.69,0.19,0.17,-1.68,-9.96,1482,1106,,,4.01,0,,
319580,1789910363080,1,50.5878214,-2.4482575,7.411,187.8,0.05,1.6,3,17,194.1,10.3,0.6,0.06,-0.55,0.21,-0.18,-1.15,-9.74,1485,1102,,,4.01,0,,
319680,1789910363180,0,50.5878214,-2.4482575,7.411,187.8,0.05,1.6,3,17,193.9,9.5,0.6,-2.15,-0.25,0.11,-0.26,-1.58,-9.83,1485,1102,,,4.01,0,,
319780,1789910363280,1,50.5878099,-2.4482613,7.392,188.5,0.06,1.5,3,17,194.0,9.7,0.8,1.31,0.52,0.10,-0.01,-2.03,-9.38,1482,1100,,,3.99,0,,
319880,1789910363380,0,50.5878099,-2.4482613,7.392,188.5,0.06,1.5,3,17,194.8,9.5,0.8,-0.35,-0.34,-1.02,0.63,-1.89,-9.84,1486,1100,,,3.98,0,,
319980,1789910363480,1,50.5877924,-2.4482637,7.338,187.3,0.06,1.5,3,17,193.6,9.6,0.7,-0.26,-0.74,-0.42,-0.02,-1.49,-9.54,1482,1103,,,4.01,0,,
320080,1789910363580,0,50.5877924,-2.4482637,7.338,187.3,0.06,1.5,3,17,194.3,9.0,1.0,-1.55,0.33,0.78,0.31,-1.63,-9.81,1486,1105,,,4.00,0,,
320180,1789910363680,1,50.5877811,-2.4482671,7.318,188.2,0.05,1.6,3,17,194.0,9.1,1.0,0.24,-0.70,0.87,0.40,-1.56,-10.12,1487,1104,,,4.02,0,,
320280,1789910363780,0,50.5877811,-2.4482671,7.318,188.2,0.05,1.6,3,17,193.9,8.5,0.8,-1.63,-0.56,0.04,0.38,-1.33,-9.50,1486,1103,,,4.01,0,,
320380,1789910363880,1,50.5877648,-2.4482720,7.403,187.5,0.05,1.6,3,17,193.7,8.3,0.5,-1.22,-0.85,0.59,0.48,-1.15,-9.65,1486,1103,,,4.01,0,,
320480,1789910363980,0,50.5877648,-2.4482720,7.403,187.5,0.05,1.6,3,17,193.8,8.1,0.5,-0.69,-0.45,-0.19,-0.04,-1.07,-8.96,1491,1100,,,4.00,0,,
320580,1789910364080,1,50.5877542,-2.4482770,7.456,187.4,0.05,1.6,3,17,194.3,7.9,0.7,-0.46,0.79,0.74,-0.20,-1.43,-9.50,1486,1098,,,4.01,0,,
320680,1789910364180,0,50.5877542,-2.4482770,7.456,187.4,0.05,1.6,3,17,193.8,7.7,1.0,-0.35,0.89,0.55,0.38,-0.98,-9.01,1484,1100,,,4.02,0,,
320780,1789910364280,1,50.5877432,-2.4482815,7.407,188.3,0.05,1.6,3,17,194.1,8.1,1.1,1.39,0.14,-0.06,0.67,-1.28,-9.59,1486,1098,,,4.01,0,,
320880,1789910364380,0,50.5877432,-2.4482815,7.407,188.3,0.05,1.6,3,17,194.0,8.4,0.9,1.03,-0.87,-0.02,0.01,-1.38,-9.28,1486,1098,,,4.01,0,,
320980,1789910364480,1,50.5877283,-2.4482789,7.362,188.0,0.05,1.6,3,17,194.1,8.3,0.8,-0.87,-0.29,0.68,0.44,-1.24,-10.16,1482,1105,,,4.01,0,,
321080,1789910364580,0,50.5877283,-2.4482789,7.362,188.0,0.05,1.6,3,17,194.7,8.3,1.0,-0.20,0.09,0.04,-0.33,-1.70,-8.94,1487,1100,,,4.02,0,,
321180,1789910364680,1,50.5877142,-2.4482796,7.445,187.7,0.05,1.6,3,17,194.1,8.1,0.8,-0.78,-0.78,-0.67,0.23,-1.63,-10.12,1497,1103,,,3.99,0,,
321280,1789910364780,0,50.5877142,-2.4482796,7.445,187.7,0.05,1.6,3,17,193.7,8.0,0.8,0.08,-0.55,-0.48,0.33,-1.45,-9.50,1493,1101,,,4.01,0,,
321380,1789910364880,1,50.5877044,-2.4482926,7.456,187.6,0.06,1.6,3,17,193.2,8.8,1.1,2.60,0.91,-0.54,0.40,-2.01,-9.66,1496,1098,,,4.00,0,,
321480,1789910364980,0,50.5877044,-2.4482926,7.456,187.6,0.06,1.6,3,17,193.5,9.1,1.0,0.57,-0.74,-0.08,-0.16,-1.81,-9.53,1496,1103,,,4.02,0,,
321580,1789910365080,1,50.5876840,-2.4482871,7.525,187.7,0.06,1.6,3,17,194.1,9.0,1.0,-0.24,-0.53,0.20,0.12,-0.66,-9.79,1500,1102,,,4.00,0,,
321680,1789910365180,0,50.5876840,-2.4482871,7.525,187.7,0.06,1.6,3,17,194.4,9.2,0.9,1.05,-0.57,0.62,-0.21,-1.97,-9.25,1506,1104,,,4.02,0,,
321780,1789910365280,1,50.5876731,-2.4482904,7.420,187.7,0.06,1.6,3,17,193.2,9.9,1.1,2.43,0.75,-0.11,0.21,-2.08,-9.36,1507,1102,,,4.00,0,,
321880,1789910365380,0,50.5876731,-2.4482904,7.420,187.7,0.06,1.6,3,17,194.1,10.3,1.0,1.14,-0.18,0.35,-0.23,-1.65,-9.65,1505,1105,,,4.02,0,,
321980,1789910365480,1,50.5876618,-2.4482851,7.398,187.4,0.06,1.6,3,17,193.7,9.6,1.0,-1.98,-0.18,1.41,0.30,-1.46,-9.75,1509,1103,,,4.02,0,,
322080,1789910365580,0,50.5876618,-2.4482851,7.398,187.4,0.06,1.6,3,17,193.2,10.4,1.0,2.87,-0.68,1.54,0.52,-1.84,-9.27,1501,1106,,,4.01,0,,
322180,1789910365680,1,50.5876493,-2.4482935,7.533,187.2,0.06,1.6,3,17,194.1,11.0,1.3,1.93,-0.01,1.34,0.05,-2.12,-9.47,1508,1103,,,4.00,0,,
322280,1789910365780,0,50.5876493,-2.4482935,7.533,187.2,0.06,1.6,3,17,194.2,11.3,1.4,1.20,0.14,0.75,0.43,-1.62,-10.21,1509,1104,,,4.01,0,,
322380,1789910365880,1,50.5876377,-2.4482947,7.446,187.1,0.06,1.7,3,17,194.7,11.9,1.4,2.14,-0.40,0.89,0.08,-1.06,-10.16,1508,1105,,,4.01,0,,
322480,1789910365980,0,50.5876377,-2.4482947,7.446,187.1,0.06,1.7,3,17,193.5,11.4,1.3,-1.09,-0.41,1.20,0.33,-2.17,-9.95,1508,1106,,,4.02,0,,
322580,1789910366080,1,50.5876183,-2.4483025,7.458,188.4,0.06,1.6,3,17,194.2,11.9,1.2,1.57,-0.47,1.36,0.36,-1.33,-9.29,1508,1103,,,4.00,0,,
322680,1789910366180,0,50.5876183,-2.4483025,7.458,188.4,0.06,1.6,3,17,194.5,11.6,0.9,-1.11,-1.66,0.68,-0.05,-1.50,-9.61,1502,1106,,,4.01,0,,
322780,1789910366280,1,50.5876116,-2.4483043,7.489,187.7,0.07,1.6,3,17,193.5,10.9,0.9,-2.45,-0.32,1.06,0.33,-1.49,-9.72,1501,1102,,,3.99,0,,
322880,1789910366380,0,50.5876116,-2.4483043,7.489,187.7,0.07,1.6,3,17,194.8,10.7,0.9,-0.39,-0.29,1.20,0.23,-1.07,-9.38,1503,1103,,,4.02,0,,
322980,1789910366480,1,50.5875937,-2.4483066,7.457,188.0,0.07,1.6,3,17,194.7,10.5,0.8,-0.71,-0.26,0.34,0.81,-1.36,-9.50,1498,1106,,,4.00,0,,
323080,1789910366580,0,50.5875937,-2.4483066,7.457,188.0,0.07,1.6,3,17,194.6,11.0,0.9,2.17,0.24,0.67,0.44,-2.05,-9.07,1498,1102,,,4.01,0,,
323180,1789910366680,1,50.5875847,-2.4483123,7.590,187.8,0.07,1.6,3,17,194.9,11.1,0.8,0.74,-0.89,0.69,0.83,-2.07,-10.17,1502,1101,,,4.01,0,,
323280,1789910366780,0,50.5875847,-2.4483123,7.590,187.8,0.07,1.6,3,17,193.9,10.9,0.8,-0.43,-0.18,-0.08,0.33,-1.72,-9.60,1503,1101,,,4.03,0,,
323380,1789910366880,1,50.5875701,-2.4483156,7.447,188.9,0.07,1.6,3,17,195.1,10.2,0.9,-1.86,-0.12,0.64,0.32,-1.89,-9.42,1506,1104,,,4.02,0,,
323480,1789910366980,0,50.5875701,-2.4483156,7.447,188.9,0.07,1.6,3,17,195.4,10.7,0.5,1.39,-1.01,1.18,-0.10,-2.22,-9.56,1509,1100,,,4.00,0,,
323580,1789910367080,1,50.5875545,-2.4483199,7.491,188.8,0.07,1.7,3,17,194.1,10.3,0.4,-0.70,-0.46,0.51,0.10,-1.77,-10.14,1510,1105,,,4.01,0,,
323680,1789910367180,0,50.5875545,-2.4483199,7.491,188.8,0.07,1.7,3,17,195.1,10.0,0.4,-0.24,-0.16,1.50,-0.43,-2.19,-9.43,1508,1099,,,4.03,0,,
323780,1789910367280,1,50.5875410,-2.4483238,7.499,188.7,0.07,1.7,3,17,195.3,10.2,0.6,0.33,-0.02,-0.09,-0.08,-1.84,-9.76,1511,1101,,,4.00,0,,
323880,1789910367380,0,50.5875410,-2.4483238,7.499,188.7,0.07,1.7,3,17,194.9,11.0,0.8,2.67,0.23,1.79,-0.09,-1.37,-9.33,1506,1101,,,4.00,0,,
323980,1789910367480,1,50.5875263,-2.4483231,7.457,188.5,0.07,1.7,3,17,195.0,11.0,0.5,-0.07,-1.00,0.96,-0.08,-1.54,-9.77,1510,1102,,,3.98,0,,
324080,1789910367580,0,50.5875263,-2.4483231,7.457,188.5,0.07,1.7,3,17,195.6,11.2,0.6,0.83,0.19,0.35,0.30,-2.24,-9.22,1507,1100,,,4.02,0,,
324180,1789910367680,1,50.5875156,-2.4483290,7.529,189.2,0.06,1.6,3,17,194.3,11.4,0.6,0.59,-0.08,0.80,0.20,-1.71,-9.50,1503,1099,,,4.01,0,,
324280,1789910367780,0,50.5875156,-2.4483290,7.529,189.2,0.06,1.6,3,17,194.9,11.1,0.6,-0.53,-0.32,-0.14,0.07,-1.91,-10.30,1506,1101,,,4.02,0,,
324380,1789910367880,1,50.5874972,-2.4483320,7.651,188.9,0.06,1.7,3,17,195.5,11.9,0.4,2.49,-0.47,-0.01,-0.30,-1.98,-9.71,1495,1099,,,4.03,0,,
324480,1789910367980,0,50.5874972,-2.4483320,7.651,188.9,0.06,1.7,3,17,194.7,11.5,0.3,-0.90,-1.18,-0.25,0.35,-2.28,-10.01,1495,1094,,,4.01,0,,
324580,1789910368080,1,50.5874858,-2.4483416,7.575,188.3,0.06,1.7,3,17,195.2,11.6,0.3,0.46,-0.05,0.74,-0.57,-2.23,-9.61,1493,1098,,,4.01,0,,
324680,1789910368180,0,50.5874858,-2.4483416,7.575,188.3,0.06,1.7,3,17,195.0,12.3,0.3,1.44,0.02,-0.09,0.24,-1.67,-9.14,1495,1104,,,4.01,0,,
324780,1789910368280,1,50.5874774,-2.4483466,7.519,189.1,0.06,1.7,3,17,194.8,12.3,0.5,0.84,-0.15,0.76,0.72,-2.35,-9.62,1493,1098,,,4.02,0,,
324880,1789910368380,0,50.5874774,-2.4483466,7.519,189.1,0.06,1.7,3,17,195.0,12.7,0.5,1.01,0.16,0.54,-0.10,-2.39,-9.87,1499,1097,,,4.00,0,,
324980,1789910368480,1,50.5874618,-2.4483563,7.589,188.6,0.05,1.6,3,17,194.7,12.2,0.6,-1.07,-0.15,0.99,-0.14,-2.27,-9.25,1499,1104,,,4.01,0,,
325080,1789910368580,0,50.5874618,-2.4483563,7.589,188.6,0.05,1.6,3,17,194.9,12.7,0.5,1.82,-0.59,1.54,0.05,-1.69,-9.04,1498,1100,,,4.02,0,,
325180,1789910368680,1,50.5874517,-2.4483580,7.488,188.9,0.05,1.6,3,17,195.8,12.8,0.5,0.63,0.09,1.57,-0.01,-2.11,-9.90,1500,1104,,,4.00,0,,
325280,1789910368780,0,50.5874517,-2.4483580,7.488,188.9,0.05,1.6,3,17,195.6,12.9,0.5,0.55,-0.41,1.26,0.11,-1.96,-9.60,1498,1101,,,4.01,0,,
325380,1789910368880,1,50.5874378,-2.4483528,7.535,189.2,0.05,1.6,3,17,195.0,13.4,0.5,1.50,-0.49,2.45,0.78,-2.71,-9.48,1498,1097,,,4.00,0,,
325480,1789910368980,0,50.5874378,-2.4483528,7.535,189.2,0.05,1.6,3,17,195.7,13.3,0.5,-0.42,-0.01,1.70,-0.11,-1.57,-9.72,1500,1100,,,4.02,0,,
325580,1789910369080,1,50.5874288,-2.4483529,7.546,189.4,0.05,1.6,3,17,195.8,13.0,0.5,-0.69,-0.11,1.89,-0.16,-1.98,-9.79,1499,1102,,,4.01,0,,
325680,1789910369180,0,50.5874288,-2.4483529,7.546,189.4,0.05,1.6,3,17,195.8,12.2,0.7,-2.35,0.40,1.24,0.53,-1.39,-9.69,1500,1099,,,4.00,0,,
325780,1789910369280,1,50.5874104,-2.4483676,7.587,189.5,0.06,1.6,3,17,195.6,11.6,0.8,-1.69,-0.05,1.65,-0.25,-1.21,-9.92,1499,1100,,,4.01,0,,
325880,1789910369380,0,50.5874104,-2.4483676,7.587,189.5,0.06,1.6,3,17,195.8,11.5,0.7,-0.16,0.11,1.40,0.12,-1.53,-9.51,1494,1098,,,4.00,0,,
325980,1789910369480,1,50.5874005,-2.4483671,7.499,189.9,0.06,1.5,3,17,196.1,10.9,0.8,-1.54,-0.33,1.79,0.08,-1.61,-9.85,1499,1101,,,3.99,0,,
326080,1789910369580,0,50.5874005,-2.4483671,7.499,189.9,0.06,1.5,3,17,195.9,11.2,0.9,1.12,0.26,1.67,0.15,-1.36,-8.97,1500,1104,,,4.01,0,,
326180,1789910369680,1,50.5873809,-2.4483721,7.459,190.2,0.06,1.5,3,17,196.9,11.5,0.9,1.00,0.08,1.86,0.05,-1.59,-9.45,1495,1101,,,4.01,0,,
326280,1789910369780,0,50.5873809,-2.4483721,7.459,190.2,0.06,1.5,3,17,196.4,10.6,0.8,-3.21,-0.56,1.64,0.39,-2.21,-9.15,1497,1100,,,4.01,0,,
326380,1789910369880,1,50.5873670,-2.4483728,7.526,190.5,0.06,1.5,3,17,196.2,10.1,0.8,-1.19,-0.57,1.74,0.45,-1.74,-9.62,1493,1098,,,4.02,0,,
326480,1789910369980,0,50.5873670,-2.4483728,7.526,190.5,0.06,1.5,3,17,197.5,11.0,0.9,3.29,0.01,1.26,-0.33,-2.35,-9.88,1497,1099,,,3.99,0,,
326580,1789910370080,1,50.5873566,-2.4483818,7.433,190.3,0.06,1.5,3,17,197.2,10.0,1.1,-3.31,0.76,1.80,-0.78,-1.19,-9.78,1497,1101,,,4.00,0,,
326680,1789910370180,0,50.5873566,-2.4483818,7.433,190.3,0.06,1.5,3,17,197.8,9.8,1.1,-0.60,-0.10,1.03,-0.41,-1.25,-9.29,1498,1101,,,4.00,0,,
326780,1789910370280,1,50.5873436,-2.4483891,7.501,191.1,0.05,1.5,3,17,197.9,9.7,1.0,-0.25,-0.81,1.39,-0.33,-1.55,-9.11,1495,1098,,,3.98,0,,
326880,1789910370380,0,50.5873436,-2.4483891,7.501,191.1,0.05,1.5,3,17,198.5,9.8,1.0,0.13,-0.28,1.24,0.22,-1.83,-9.63,1494,1102,,,4.01,0,,
326980,1789910370480,1,50.5873254,-2.4483951,7.389,191.6,0.05,1.5,3,17,198.2,9.0,1.1,-2.03,-0.19,1.42,0.04,-1.20,-9.95,1501,1099,,,4.01,0,,
327080,1789910370580,0,50.5873254,-2.4483951,7.389,191.6,0.05,1.5,3,17,198.4,9.1,1.0,0.88,-0.82,1.28,-0.39,-1.77,-9.39,1494,1102,,,4.00,0,,
327180,1789910370680,1,50.5873099,-2.4484021,7.472,191.9,0.05,1.5,3,17,197.7,8.5,0.8,-2.05,-0.64,0.88,0.58,-1.30,-9.65,1500,1101,,,4.02,0,,
327280,1789910370780,0,50.5873099,-2.4484021,7.472,191.9,0.05,1.5,3,17,198.6,8.8,0.9,0.98,0.18,0.97,0.30,-1.38,-9.28,1500,1100,,,3.99,0,,
327380,1789910370880,1,50.5872965,-2.4484009,7.318,191.6,0.05,1.5,3,17,198.1,9.3,0.9,1.50,-0.68,0.33,0.01,-1.53,-9.75,1501,1102,,,4.01,0,,
327480,1789910370980,0,50.5872965,-2.4484009,7.318,191.6,0.05,1.5,3,17,198.1,9.4,0.9,0.71,-0.11,0.82,0.25,-1.46,-9.81,1501,1101,,,4.01,0,,
327580,1789910371080,1,50.5872889,-2.4484032,7.362,191.6,0.05,1.5,3,17,198.3,9.5,0.6,0.59,-1.20,0.49,-0.41,-2.41,-9.81,1505,1098,,,4.00,0,,
327680,1789910371180,0,50.5872889,-2.4484032,7.362,191.6,0.05,1.5,3,17,198.4,10.1,0.7,1.96,-0.59,-0.14,0.02,-1.66,-9.54,1499,1102,,,4.02,0,,
327780,1789910371280,1,50.5872781,-2.4484160,7.306,191.6,0.05,1.6,3,17,198.2,10.9,0.6,2.08,-0.79,0.53,0.21,-2.38,-9.44,1494,1102,,,3.99,0,,
327880,1789910371380,0,50.5872781,-2.4484160,7.306,191.6,0.05,1.6,3,17,198.9,11.3,0.8,1.76,0.11,0.07,-0.20,-1.70,-9.01,1494,1104,,,4.01,0,,
327980,1789910371480,1,50.5872645,-2.4484116,7.249,191.6,0.05,1.6,3,17,197.4,11.5,0.6,1.03,-0.20,0.41,0.19,-1.74,-9.78,1496,1104,,,4.02,0,,
328080,1789910371580,0,50.5872645,-2.4484116,7.249,191.6,0.05,1.6,3,17,197.9,11.1,0.9,-1.35,1.05,1.34,-0.46,-1.63,-9.99,1495,1100,,,4.02,0,,
328180,1789910371680,1,50.5872496,-2.4484208,7.198,191.7,0.05,1.6,3,17,198.3,10.7,1.1,-0.75,1.13,1.21,0.23,-1.75,-9.37,1495,1100,,,4.01,0,,
328280,1789910371780,0,50.5872496,-2.4484208,7.198,191.7,0.05,1.6,3,17,198.6,11.3,1.1,2.13,0.02,0.03,-0.08,-1.91,-9.70,1502,1099,,,4.01,0,,
328380,1789910371880,1,50.5872364,-2.4484260,7.199,192.3,0.05,1.6,3,17,198.1,11.2,1.1,-0.16,0.35,0.65,0.09,-1.87,-9.31,1504,1099,,,4.01,0,,
328480,1789910371980,0,50.5872364,-2.4484260,7.199,192.3,0.05,1.6,3,17,198.7,11.4,1.1,0.58,-0.49,1.22,-0.19,-1.92,-8.96,1503,1101,,,4.03,0,,
328580,1789910372080,1,50.5872225,-2.4484249,7.173,191.5,0.04,1.6,3,17,198.9,11.1,1.1,-1.17,-0.32,0.93,0.02,-1.78,-9.34,1506,1100,,,4.00,0,,
328680,1789910372180,0,50.5872225,-2.4484249,7.173,191.5,0.04,1.6,3,17,199.4,11.1,1.0,0.53,-0.44,0.55,0.22,-1.74,-9.83,1505,1101,,,4.00,0,,
328780,1789910372280,1,50.5872085,-2.4484349,7.195,192.4,0.04,1.5,3,17,198.8,10.7,0.8,-1.28,-0.36,-0.12,-0.18,-1.99,-9.70,1498,1102,,,3.99,0,,
328880,1789910372380,0,50.5872085,-2.4484349,7.195,192.4,0.04,1.5,3,17,198.0,9.3,1.2,-4.08,0.59,0.01,-0.25,-1.29,-10.49,1500,1100,,,4.01,0,,
328980,1789910372480,1,50.5871986,-2.4484391,7.172,192.7,0.04,1.5,3,17,199.1,9.5,1.2,0.29,0.14,0.48,-0.07,-1.43,-9.72,1492,1099,,,4.00,0,,
329080,1789910372580,0,50.5871986,-2.4484391,7.172,192.7,0.04,1.5,3,17,199.2,9.4,1.1,-0.24,-0.02,0.64,-0.07,-1.47,-9.61,1494,1100,,,4.00,0,,
