# format=sail-log v1
# logger=synth-log.mjs (synthetic)
# boat=IOM GBR 123 (synthetic)
# class=IOM
# rate_hz=10
# declination_deg=0.3
# imu_mount=x_fwd_y_stbd_z_down
# rudder_center_us=1500
# rudder_deg_per_us=0.09
# sheet_in_us=1100
# sheet_out_us=1900
# tws_source=none
# imu_fusion=rotation_vector
# gnss_rate_hz=5
t_ms,utc_ms,gnss_new,lat,lon,sog,cog,sacc,hacc,fix,sats,yaw,roll,pitch,gx,gy,gz,ax,ay,az,rudder_us,sheet_us,aux1_us,aux2_us,vbat,event,tws,twd
159070,1789909617380,0,51.4009921,-0.3269405,0.921,262.3,0.14,1.3,3,16,269.3,-13.9,0.3,-0.45,0.60,0.53,0.18,2.27,-9.21,1479,1141,,,5.05,0,,
159170,1789909617480,1,51.4009953,-0.3269488,0.968,261.8,0.14,1.3,3,16,269.0,-14.2,0.1,-0.90,-0.69,0.93,0.11,2.43,-9.89,1476,1141,,,5.05,0,,
159270,1789909617580,0,51.4009953,-0.3269488,0.968,261.8,0.14,1.3,3,16,269.3,-14.3,0.2,-0.74,0.28,0.89,-0.04,2.21,-9.21,1474,1140,,,5.05,0,,
159370,1789909617680,1,51.4009912,-0.3269439,0.914,264.0,0.13,1.4,3,16,268.8,-15.2,0.5,-2.45,1.36,0.67,0.22,2.65,-9.19,1478,1138,,,5.04,0,,
159470,1789909617780,0,51.4009912,-0.3269439,0.914,264.0,0.13,1.4,3,16,268.9,-15.1,0.8,-0.37,0.79,1.29,0.00,2.26,-9.25,1475,1139,,,5.05,0,,
159570,1789909617880,1,51.4009932,-0.3269626,0.827,268.7,0.13,1.3,3,16,269.4,-15.4,0.6,-1.02,-0.40,1.10,-0.32,2.69,-9.29,1469,1139,,,5.04,0,,
159670,1789909617980,0,51.4009932,-0.3269626,0.827,268.7,0.13,1.3,3,16,269.5,-15.7,1.0,-0.85,1.51,0.67,0.36,2.81,-9.11,1471,1142,,,5.05,0,,
159770,1789909618080,1,51.4009862,-0.3269586,1.012,264.9,0.12,1.3,3,16,269.5,-15.5,1.2,1.26,0.87,0.96,0.22,2.73,-9.72,1473,1137,,,5.03,0,,
159870,1789909618180,0,51.4009862,-0.3269586,1.012,264.9,0.12,1.3,3,16,269.7,-15.0,0.9,1.88,-1.06,1.52,0.26,2.61,-9.48,1479,1141,,,5.05,0,,
159970,1789909618280,1,51.4009951,-0.3269615,0.948,262.7,0.12,1.3,3,16,270.2,-15.0,0.6,-0.46,-0.86,1.73,-0.09,2.77,-9.41,1479,1139,,,5.07,0,,
160070,1789909618380,0,51.4009951,-0.3269615,0.948,262.7,0.12,1.3,3,16,270.3,-15.1,0.4,-0.70,-0.30,2.68,0.18,2.73,-9.51,1481,1139,,,5.03,0,,
160170,1789909618480,1,51.4009890,-0.3269574,0.950,266.2,0.12,1.3,3,16,270.2,-15.4,-0.1,-0.78,-0.98,2.21,0.16,2.50,-9.25,1485,1139,,,5.03,0,,
160270,1789909618580,0,51.4009890,-0.3269574,0.950,266.2,0.12,1.3,3,16,270.1,-15.8,-0.3,-1.19,-0.72,1.25,-0.07,2.63,-9.41,1486,1136,,,5.03,0,,
160370,1789909618680,1,51.4009918,-0.3269620,0.903,262.7,0.12,1.3,3,16,270.8,-16.6,-0.2,-2.07,-0.04,2.34,0.16,2.99,-9.45,1483,1142,,,5.02,0,,
160470,1789909618780,0,51.4009918,-0.3269620,0.903,262.7,0.12,1.3,3,16,270.6,-16.6,0.0,-0.50,1.29,1.86,0.07,2.93,-9.45,1483,1139,,,5.04,0,,
160570,1789909618880,1,51.4009935,-0.3269742,0.918,271.4,0.12,1.3,3,16,271.0,-16.8,0.2,-0.33,-0.22,1.96,-0.18,3.15,-9.47,1492,1139,,,5.05,0,,
160670,1789909618980,0,51.4009935,-0.3269742,0.918,271.4,0.12,1.3,3,16,272.0,-16.6,-0.1,0.27,-1.11,2.11,0.32,2.72,-9.12,1495,1139,,,5.04,0,,
160770,1789909619080,1,51.4009971,-0.3269791,0.960,264.7,0.13,1.3,3,16,271.3,-17.3,0.2,-1.59,0.71,2.36,0.22,2.67,-9.47,1491,1140,,,5.05,0,,
160870,1789909619180,0,51.4009971,-0.3269791,0.960,264.7,0.13,1.3,3,16,271.5,-16.6,0.4,2.21,0.64,1.67,-0.36,2.94,-9.68,1490,1136,,,5.05,0,,
160970,1789909619280,1,51.4009980,-0.3269778,0.949,263.6,0.12,1.3,3,16,271.4,-15.9,0.6,1.86,0.78,1.30,0.16,2.59,-9.38,1488,1138,,,5.05,0,,
161070,1789909619380,0,51.4009980,-0.3269778,0.949,263.6,0.12,1.3,3,16,271.7,-15.4,0.7,1.27,0.61,0.60,0.09,2.76,-8.99,1485,1145,,,5.04,0,,
161170,1789909619480,1,51.4009979,-0.3269766,0.938,263.5,0.12,1.3,3,16,271.6,-15.5,0.7,-0.57,-0.22,1.51,0.07,2.93,-9.45,1491,1138,,,5.06,0,,
161270,1789909619580,0,51.4009979,-0.3269766,0.938,263.5,0.12,1.3,3,16,271.6,-15.5,0.7,-0.25,0.08,1.17,-0.21,2.64,-9.59,1489,1140,,,5.03,0,,
161370,1789909619680,1,51.4009973,-0.3269796,0.877,262.3,0.12,1.2,3,16,270.8,-15.6,0.8,-0.17,0.29,-0.03,0.02,2.73,-9.32,1487,1143,,,5.03,0,,
161470,1789909619780,0,51.4009973,-0.3269796,0.877,262.3,0.12,1.2,3,16,272.1,-15.1,0.6,1.79,-0.42,0.88,-0.15,2.58,-9.48,1477,1138,,,5.05,0,,
161570,1789909619880,1,51.4009964,-0.3269769,0.954,269.0,0.12,1.3,3,16,272.1,-15.9,0.7,-2.15,-0.01,0.08,0.34,2.19,-9.48,1475,1138,,,5.04,0,,
161670,1789909619980,0,51.4009964,-0.3269769,0.954,269.0,0.12,1.3,3,16,271.7,-15.9,0.4,-0.17,-0.79,0.36,0.03,2.88,-9.16,1468,1144,,,5.06,0,,
161770,1789909620080,1,51.4009967,-0.3269845,0.969,266.8,0.11,1.3,3,16,271.3,-15.7,0.2,0.70,-0.55,0.35,0.07,3.03,-9.40,1468,1138,,,5.02,0,,
161870,1789909620180,0,51.4009967,-0.3269845,0.969,266.8,0.11,1.3,3,16,271.2,-15.6,-0.2,0.55,-0.79,0.23,-0.12,2.67,-9.60,1467,1138,,,5.05,0,,
161970,1789909620280,1,51.4009944,-0.3269906,1.013,267.5,0.11,1.3,3,16,271.9,-15.1,-0.2,0.56,-0.38,0.21,-0.20,2.59,-9.82,1464,1141,,,5.06,0,,
162070,1789909620380,0,51.4009944,-0.3269906,1.013,267.5,0.11,1.3,3,16,271.5,-14.7,-0.1,1.33,0.66,-0.26,-0.19,2.51,-9.95,1466,1136,,,5.06,0,,
162170,1789909620480,1,51.4009939,-0.3269910,0.883,273.2,0.11,1.3,3,16,271.7,-14.4,-0.1,1.00,-0.05,-0.29,-0.37,2.63,-9.42,1464,1137,,,5.06,0,,
162270,1789909620580,0,51.4009939,-0.3269910,0.883,273.2,0.11,1.3,3,16,271.4,-14.8,0.0,-1.23,0.40,-0.05,0.17,2.77,-9.55,1464,1138,,,5.04,0,,
162370,1789909620680,1,51.4009972,-0.3269992,0.910,265.1,0.11,1.3,3,16,271.2,-15.2,0.2,-0.79,0.51,-0.19,0.09,2.53,-9.45,1464,1141,,,5.05,0,,
162470,1789909620780,0,51.4009972,-0.3269992,0.910,265.1,0.11,1.3,3,16,271.3,-15.2,0.2,-0.03,0.07,-0.24,0.40,2.20,-9.01,1459,1140,,,5.05,0,,
162570,1789909620880,1,51.4009945,-0.3269996,0.978,268.2,0.12,1.3,3,16,272.0,-14.8,0.3,1.14,0.63,-1.21,0.21,2.46,-9.47,1458,1138,,,5.04,0,,
162670,1789909620980,0,51.4009945,-0.3269996,0.978,268.2,0.12,1.3,3,16,271.2,-14.6,0.7,0.47,1.29,-1.15,0.39,2.41,-9.70,1463,1139,,,5.05,0,,
162770,1789909621080,1,51.4009938,-0.3270062,0.886,267.8,0.12,1.3,3,16,271.3,-14.7,0.7,-0.27,0.31,-0.28,0.01,2.77,-9.38,1458,1142,,,5.03,0,,
162870,1789909621180,0,51.4009938,-0.3270062,0.886,267.8,0.12,1.3,3,16,270.1,-14.9,0.5,-0.71,-0.50,-0.08,0.36,2.36,-9.28,1452,1141,,,5.04,0,,
162970,1789909621280,1,51.4009942,-0.3270124,0.961,268.6,0.12,1.3,3,16,271.4,-15.0,0.4,-0.47,-0.23,-1.09,-0.22,2.48,-9.24,1449,1139,,,5.06,0,,
163070,1789909621380,0,51.4009942,-0.3270124,0.961,268.6,0.12,1.3,3,16,270.6,-15.0,0.3,0.05,-0.30,-1.12,-0.16,2.63,-9.19,1449,1137,,,5.05,0,,
163170,1789909621480,1,51.4009897,-0.3270001,0.998,266.3,0.11,1.3,3,16,270.5,-15.8,0.1,-2.52,-0.62,-0.70,0.09,2.85,-9.40,1448,1140,,,5.05,0,,
163270,1789909621580,0,51.4009897,-0.3270001,0.998,266.3,0.11,1.3,3,16,270.6,-15.5,0.1,0.71,0.41,-0.02,0.20,2.55,-9.63,1451,1140,,,5.04,0,,
163370,1789909621680,1,51.4009958,-0.3270159,0.797,266.5,0.11,1.4,3,16,270.9,-15.2,-0.1,0.68,-0.55,0.46,-0.06,2.56,-9.19,1452,1141,,,5.06,0,,
163470,1789909621780,0,51.4009958,-0.3270159,0.797,266.5,0.11,1.4,3,16,270.3,-15.2,-0.2,-0.28,0.06,0.36,-0.13,2.64,-9.65,1450,1139,,,5.04,0,,
163570,1789909621880,1,51.4009931,-0.3270121,0.955,265.2,0.10,1.3,3,16,270.4,-15.2,-0.2,0.23,-0.89,0.02,-0.29,2.19,-9.80,1452,1141,,,5.06,0,,
163670,1789909621980,0,51.4009931,-0.3270121,0.955,265.2,0.10,1.3,3,16,270.6,-14.8,0.1,1.81,0.86,0.68,0.19,1.83,-9.51,1455,1138,,,5.05,0,,
163770,1789909622080,1,51.4009939,-0.3270149,0.828,271.2,0.10,1.4,3,16,270.4,-14.6,0.2,0.82,0.58,1.08,0.32,2.37,-9.50,1457,1142,,,5.03,0,,
163870,1789909622180,0,51.4009939,-0.3270149,0.828,271.2,0.10,1.4,3,16,270.9,-14.7,0.5,-0.48,0.49,0.40,0.02,2.14,-9.52,1455,1137,,,5.06,0,,
163970,1789909622280,1,51.4009931,-0.3270219,0.970,265.4,0.10,1.4,3,16,270.9,-14.4,0.5,0.92,-0.06,0.39,0.11,2.65,-9.78,1461,1136,,,5.04,0,,
164070,1789909622380,0,51.4009931,-0.3270219,0.970,265.4,0.10,1.4,3,16,270.8,-14.2,0.9,0.51,1.40,0.42,0.44,2.51,-9.69,1459,1139,,,5.06,0,,
164170,1789909622480,1,51.4009870,-0.3270277,0.867,272.5,0.10,1.3,3,16,270.5,-14.0,0.8,0.40,-0.24,0.00,0.28,2.05,-9.55,1460,1140,,,5.04,0,,
164270,1789909622580,0,51.4009870,-0.3270277,0.867,272.5,0.10,1.3,3,16,271.1,-14.1,0.7,-0.42,-0.94,-0.32,-0.09,2.38,-9.43,1461,1142,,,5.05,0,,
164370,1789909622680,1,51.4009919,-0.3270207,0.776,268.3,0.10,1.3,3,16,271.2,-13.9,0.7,0.21,-0.33,0.53,0.16,2.26,-9.53,1462,1140,,,5.06,0,,
164470,1789909622780,0,51.4009919,-0.3270207,0.776,268.3,0.10,1.3,3,16,270.6,-13.3,0.4,1.93,-0.55,0.88,0.27,2.10,-9.46,1462,1140,,,5.06,0,,
164570,1789909622880,1,51.4009898,-0.3270300,0.950,263.9,0.11,1.3,3,16,271.3,-14.7,0.1,-3.69,-1.33,-0.81,0.22,2.40,-9.42,1458,1141,,,5.04,0,,
164670,1789909622980,0,51.4009898,-0.3270300,0.950,263.9,0.11,1.3,3,16,270.4,-14.8,-0.1,-0.77,-1.13,0.51,0.13,2.67,-9.41,1458,1140,,,5.03,0,,
164770,1789909623080,1,51.4009885,-0.3270255,0.851,267.4,0.11,1.3,3,16,270.7,-14.6,-0.3,0.99,-0.01,1.53,-0.26,2.84,-9.13,1455,1144,,,5.06,0,,
164870,1789909623180,0,51.4009885,-0.3270255,0.851,267.4,0.11,1.3,3,16,270.9,-14.7,-0.4,-0.77,-0.37,1.69,0.01,2.39,-9.05,1458,1142,,,5.05,0,,
164970,1789909623280,1,51.4009916,-0.3270324,0.852,267.8,0.11,1.3,3,16,270.4,-14.4,-0.2,0.92,0.94,0.53,0.01,2.41,-9.44,1466,1134,,,5.03,0,,
165070,1789909623380,0,51.4009916,-0.3270324,0.852,267.8,0.11,1.3,3,16,271.4,-13.8,0.0,1.16,0.40,0.06,0.20,2.68,-9.13,1456,1138,,,5.04,0,,
165170,1789909623480,1,51.4009920,-0.3270348,0.966,274.7,0.11,1.3,3,16,271.7,-13.5,0.1,0.73,0.09,0.76,0.06,2.24,-9.40,1453,1137,,,5.03,0,,
165270,1789909623580,0,51.4009920,-0.3270348,0.966,274.7,0.11,1.3,3,16,271.1,-13.8,0.3,-0.94,1.20,0.58,0.15,2.57,-9.40,1451,1139,,,5.05,0,,
165370,1789909623680,1,51.4009918,-0.3270312,0.895,267.3,0.10,1.3,3,16,270.4,-14.4,0.5,-1.29,0.80,0.68,0.39,2.32,-9.40,1451,1139,,,5.04,0,,
165470,1789909623780,0,51.4009918,-0.3270312,0.895,267.3,0.10,1.3,3,16,271.7,-15.0,0.5,-1.14,0.84,1.31,0.23,2.39,-9.82,1447,1139,,,5.03,0,,
165570,1789909623880,1,51.4009930,-0.3270379,0.832,264.1,0.11,1.3,3,16,271.5,-15.3,0.4,-1.01,0.19,1.43,0.15,2.83,-9.62,1458,1141,,,5.05,0,,
165670,1789909623980,0,51.4009930,-0.3270379,0.832,264.1,0.11,1.3,3,16,270.9,-14.5,0.4,2.28,-0.47,0.18,0.36,2.58,-9.65,1458,1139,,,5.04,0,,
165770,1789909624080,1,51.4009951,-0.3270410,0.862,262.4,0.10,1.3,3,16,271.1,-14.8,0.5,-0.81,-0.18,0.13,0.07,2.58,-9.72,1459,1139,,,5.05,0,,
165870,1789909624180,0,51.4009951,-0.3270410,0.862,262.4,0.10,1.3,3,16,271.8,-14.6,0.2,0.66,-0.86,-0.02,0.22,2.76,-9.06,1456,1139,,,5.03,0,,
165970,1789909624280,1,51.4009960,-0.3270421,0.903,267.9,0.11,1.3,3,16,272.1,-15.5,0.1,-2.65,-0.21,0.72,0.16,3.05,-9.44,1458,1139,,,5.05,0,,
166070,1789909624380,0,51.4009960,-0.3270421,0.903,267.9,0.11,1.3,3,16,271.2,-14.9,0.2,1.70,0.35,0.97,0.14,2.15,-9.81,1462,1139,,,5.04,0,,
166170,1789909624480,1,51.4009909,-0.3270463,0.917,266.5,0.10,1.3,3,16,271.2,-14.7,0.1,0.50,-0.07,0.96,-0.06,2.67,-9.55,1467,1138,,,5.06,0,,
166270,1789909624580,0,51.4009909,-0.3270463,0.917,266.5,0.10,1.3,3,16,271.7,-14.6,-0.1,0.02,-0.06,1.68,0.08,2.62,-9.96,1468,1142,,,5.06,0,,
166370,1789909624680,1,51.4009912,-0.3270484,0.895,271.7,0.10,1.3,3,16,271.7,-14.9,0.0,-0.27,0.22,1.11,-0.20,2.77,-9.19,1468,1138,,,5.07,0,,
166470,1789909624780,0,51.4009912,-0.3270484,0.895,271.7,0.10,1.3,3,16,271.8,-15.5,0.1,-1.89,0.45,1.24,-0.18,2.86,-8.97,1465,1140,,,5.06,0,,
166570,1789909624880,1,51.4009940,-0.3270482,0.822,271.0,0.10,1.3,3,16,272.3,-15.8,0.5,-0.60,1.84,0.42,-0.14,2.85,-9.40,1469,1136,,,5.05,0,,
166670,1789909624980,0,51.4009940,-0.3270482,0.822,271.0,0.10,1.3,3,16,271.4,-15.5,0.6,1.01,0.18,0.37,0.00,2.50,-9.33,1466,1138,,,5.04,0,,
166770,1789909625080,1,51.4009926,-0.3270587,0.885,265.4,0.10,1.3,3,16,271.9,-15.9,0.7,-1.56,0.46,0.67,0.11,2.73,-9.29,1473,1140,,,5.05,0,,
166870,1789909625180,0,51.4009926,-0.3270587,0.885,265.4,0.10,1.3,3,16,272.1,-16.1,0.7,-0.96,-0.13,0.78,0.17,2.66,-9.54,1478,1139,,,5.05,0,,
166970,1789909625280,1,51.4009942,-0.3270519,0.907,267.5,0.10,1.3,3,16,271.9,-16.3,0.8,-0.81,-0.13,-0.33,0.10,2.76,-9.14,1481,1140,,,5.05,0,,
167070,1789909625380,0,51.4009942,-0.3270519,0.907,267.5,0.10,1.3,3,16,272.2,-17.0,0.4,-2.50,-1.13,-0.22,-0.26,2.94,-9.72,1477,1143,,,5.05,0,,
167170,1789909625480,1,51.4009936,-0.3270615,0.844,272.8,0.10,1.3,3,16,271.7,-16.7,0.2,1.16,-0.82,-0.56,0.04,2.99,-9.64,1471,1139,,,5.06,0,,
167270,1789909625580,0,51.4009936,-0.3270615,0.844,272.8,0.10,1.3,3,16,271.6,-16.4,0.1,0.55,-0.38,-0.13,-0.32,2.50,-9.46,1472,1141,,,5.03,0,,
167370,1789909625680,1,51.4009928,-0.3270675,0.944,260.8,0.10,1.3,3,16,271.9,-16.9,-0.1,-1.10,-0.22,-0.19,-0.43,2.96,-9.79,1474,1139,,,5.06,0,,
167470,1789909625780,0,51.4009928,-0.3270675,0.944,260.8,0.10,1.3,3,16,271.5,-17.0,-0.2,-0.84,-0.05,0.06,-0.23,3.40,-9.21,1473,1141,,,5.04,0,,
167570,1789909625880,1,51.4009941,-0.3270660,0.876,272.4,0.10,1.3,3,16,271.5,-17.1,-0.4,-0.51,-0.19,-0.15,-0.05,2.85,-9.15,1473,1138,,,5.05,0,,
167670,1789909625980,0,51.4009941,-0.3270660,0.876,272.4,0.10,1.3,3,16,272.1,-17.5,-0.5,-0.81,0.29,0.22,0.34,2.77,-9.53,1473,1140,,,5.04,0,,
167770,1789909626080,1,51.4009929,-0.3270725,0.989,261.6,0.10,1.3,3,16,272.0,-17.8,-0.4,-0.81,0.86,0.65,0.16,3.61,-9.64,1473,1138,,,5.06,0,,
167870,1789909626180,0,51.4009929,-0.3270725,0.989,261.6,0.10,1.3,3,16,272.2,-17.9,-0.4,-0.72,0.28,1.01,0.03,3.07,-9.37,1476,1141,,,5.03,0,,
167970,1789909626280,1,51.4009908,-0.3270729,0.915,271.2,0.10,1.2,3,16,272.4,-18.2,-0.2,-1.64,0.18,0.81,-0.06,2.92,-9.40,1476,1140,,,5.06,0,,
168070,1789909626380,0,51.4009908,-0.3270729,0.915,271.2,0.10,1.2,3,16,272.0,-18.2,-0.1,0.01,-0.07,1.42,0.11,3.25,-9.76,1479,1145,,,5.05,0,,
168170,1789909626480,1,51.4009920,-0.3270778,0.878,272.1,0.10,1.2,3,16,271.6,-18.0,0.3,0.90,1.31,0.31,0.19,2.96,-9.33,1476,1139,,,5.05,0,,
168270,1789909626580,0,51.4009920,-0.3270778,0.878,272.1,0.10,1.2,3,16,270.5,-17.8,0.4,0.37,0.29,0.05,0.16,3.30,-9.16,1472,1142,,,5.04,0,,
168370,1789909626680,1,51.4009941,-0.3270705,0.900,273.3,0.10,1.2,3,16,271.8,-17.4,0.3,1.39,-0.60,0.64,0.26,2.82,-9.46,1474,1141,,,5.05,0,,
168470,1789909626780,0,51.4009941,-0.3270705,0.900,273.3,0.10,1.2,3,16,271.8,-18.3,0.1,-2.78,-0.61,0.15,0.12,3.26,-9.09,1473,1139,,,5.05,0,,
168570,1789909626880,1,51.4009942,-0.3270787,0.841,265.9,0.09,1.2,3,16,272.2,-17.7,0.4,1.40,1.32,0.46,0.00,2.84,-9.36,1466,1141,,,5.03,0,,
168670,1789909626980,0,51.4009942,-0.3270787,0.841,265.9,0.09,1.2,3,16,271.9,-18.2,0.4,-1.41,0.43,0.72,-0.02,3.51,-9.04,1468,1139,,,5.04,0,,
168770,1789909627080,1,51.4009916,-0.3270825,0.959,269.8,0.09,1.1,3,16,272.6,-18.5,0.5,-1.08,0.32,0.86,-0.03,2.84,-9.13,1465,1139,,,5.04,0,,
168870,1789909627180,0,51.4009916,-0.3270825,0.959,269.8,0.09,1.1,3,16,272.1,-19.1,0.5,-1.49,-0.04,-0.50,0.29,3.48,-9.16,1460,1141,,,5.06,0,,
168970,1789909627280,1,51.4009950,-0.3270819,0.884,270.4,0.10,1.1,3,16,272.5,-19.2,0.1,-0.83,-1.11,-0.42,0.21,3.21,-9.27,1455,1143,,,5.06,0,,
169070,1789909627380,0,51.4009950,-0.3270819,0.884,270.4,0.10,1.1,3,16,271.9,-19.2,0.3,-0.50,0.63,-0.28,-0.05,3.16,-9.09,1451,1141,,,5.04,0,,
169170,1789909627480,1,51.4009942,-0.3270880,0.920,267.7,0.09,1.1,3,16,271.5,-18.2,0.3,3.65,-0.26,-0.17,0.05,2.75,-9.38,1455,1141,,,5.05,0,,
169270,1789909627580,0,51.4009942,-0.3270880,0.920,267.7,0.09,1.1,3,16,272.1,-18.0,0.5,0.37,0.67,-0.56,0.15,2.76,-9.44,1452,1140,,,5.04,0,,
169370,1789909627680,1,51.4009955,-0.3270905,0.890,271.7,0.09,1.1,3,16,271.8,-17.7,0.7,0.71,0.95,0.04,-0.17,2.79,-9.46,1452,1139,,,5.06,0,,
169470,1789909627780,0,51.4009955,-0.3270905,0.890,271.7,0.09,1.1,3,16,272.3,-18.2,0.9,-1.63,1.32,-0.25,0.26,3.19,-9.54,1451,1141,,,5.04,0,,
169570,1789909627880,1,51.4009876,-0.3270893,0.888,261.4,0.10,1.1,3,16,271.9,-18.4,1.0,-0.57,0.18,0.27,0.24,2.92,-9.18,1456,1138,,,5.04,0,,
169670,1789909627980,0,51.4009876,-0.3270893,0.888,261.4,0.10,1.1,3,16,272.1,-17.5,1.0,2.68,-0.29,0.30,-0.36,2.96,-9.29,1456,1141,,,5.06,0,,
169770,1789909628080,1,51.4009921,-0.3270924,0.964,270.5,0.10,1.1,3,16,272.6,-17.5,1.1,0.12,0.83,0.70,0.27,2.83,-9.40,1464,1140,,,5.05,0,,
169870,1789909628180,0,51.4009921,-0.3270924,0.964,270.5,0.10,1.1,3,16,271.8,-17.5,1.1,-0.03,0.12,0.45,0.27,3.14,-9.85,1464,1141,,,5.04,0,,
169970,1789909628280,1,51.4009876,-0.3271057,0.892,268.5,0.10,1.1,3,16,271.9,-17.9,1.0,-0.71,-0.15,-0.12,0.41,3.04,-9.32,1468,1140,,,5.04,0,,
170070,1789909628380,0,51.4009876,-0.3271057,0.892,268.5,0.10,1.1,3,16,271.9,-18.2,0.9,-0.94,-0.85,0.47,0.00,2.85,-9.13,1464,1142,,,5.03,0,,
170170,1789909628480,1,51.4009891,-0.3270975,0.906,264.1,0.10,1.1,3,16,271.7,-18.1,0.7,-0.29,-0.58,0.75,-0.04,3.13,-9.51,1465,1137,,,5.06,0,,
170270,1789909628580,0,51.4009891,-0.3270975,0.906,264.1,0.10,1.1,3,16,271.5,-17.7,0.2,0.85,-1.57,-0.23,0.02,2.92,-9.42,1466,1144,,,5.04,0,,
170370,1789909628680,1,51.4009858,-0.3271031,0.945,271.8,0.09,1.1,3,16,271.6,-18.1,0.4,-1.20,0.75,-0.24,-0.14,2.89,-9.30,1465,1135,,,5.06,0,,
170470,1789909628780,0,51.4009858,-0.3271031,0.945,271.8,0.09,1.1,3,16,271.3,-18.2,0.2,-0.59,-0.04,-0.50,0.14,2.72,-9.10,1464,1143,,,5.03,0,,
170570,1789909628880,1,51.4009913,-0.3271090,0.952,270.2,0.09,1.2,3,16,271.5,-18.4,0.4,-0.82,0.86,-0.82,0.26,3.19,-9.30,1459,1139,,,5.02,0,,
170670,1789909628980,0,51.4009913,-0.3271090,0.952,270.2,0.09,1.2,3,16,271.4,-18.1,0.3,1.04,-0.36,0.05,-0.03,2.77,-9.39,1462,1140,,,5.05,0,,
170770,1789909629080,1,51.4009916,-0.3271096,0.873,265.0,0.09,1.1,3,16,271.9,-17.7,0.4,1.49,0.21,-0.60,0.19,3.38,-9.09,1457,1140,,,5.05,0,,
170870,1789909629180,0,51.4009916,-0.3271096,0.873,265.0,0.09,1.1,3,16,271.3,-17.6,0.7,0.21,1.12,-0.29,0.24,2.76,-9.32,1458,1141,,,5.05,0,,
170970,1789909629280,1,51.4009837,-0.3271177,0.927,266.3,0.09,1.2,3,16,271.4,-17.3,0.8,0.67,0.10,-0.90,-0.30,3.02,-9.03,1460,1139,,,5.04,0,,
171070,1789909629380,0,51.4009837,-0.3271177,0.927,266.3,0.09,1.2,3,16,271.4,-17.1,1.3,0.45,1.59,-0.39,0.02,2.50,-9.27,1451,1139,,,5.04,0,,
171170,1789909629480,1,51.4009902,-0.3271147,0.902,266.2,0.09,1.2,3,16,271.1,-17.4,1.3,-0.56,0.70,-0.22,-0.01,2.92,-9.37,1452,1141,,,5.05,0,,
171270,1789909629580,0,51.4009902,-0.3271147,0.902,266.2,0.09,1.2,3,16,271.4,-17.1,1.2,0.86,0.33,0.29,0.00,2.80,-9.19,1458,1140,,,5.06,0,,
171370,1789909629680,1,51.4009915,-0.3271139,0.891,267.2,0.09,1.1,3,16,271.3,-17.3,1.2,-0.98,-0.21,1.07,-0.01,3.01,-9.43,1462,1137,,,5.04,0,,
171470,1789909629780,0,51.4009915,-0.3271139,0.891,267.2,0.09,1.1,3,16,271.9,-16.9,1.0,0.66,-0.75,1.03,-0.08,2.92,-9.12,1467,1139,,,5.06,0,,
171570,1789909629880,1,51.4009852,-0.3271227,0.900,271.2,0.08,1.1,3,16,271.2,-17.2,1.0,-1.40,0.93,0.32,0.08,2.60,-9.37,1467,1136,,,5.04,0,,
171670,1789909629980,0,51.4009852,-0.3271227,0.900,271.2,0.08,1.1,3,16,271.4,-17.3,0.6,-0.77,-1.48,1.07,0.44,2.89,-9.37,1472,1143,,,5.04,0,,
171770,1789909630080,1,51.4009841,-0.3271176,0.985,271.9,0.08,1.2,3,16,271.4,-17.2,0.3,0.11,-0.93,0.82,0.23,3.00,-9.64,1466,1139,,,5.06,0,,
171870,1789909630180,0,51.4009841,-0.3271176,0.985,271.9,0.08,1.2,3,16,270.8,-17.3,0.3,-0.43,-0.17,0.56,0.06,2.96,-9.35,1466,1139,,,5.04,0,,
171970,1789909630280,1,51.4009885,-0.3271229,0.922,264.5,0.08,1.2,3,16,271.2,-17.6,-0.1,-1.05,-0.99,0.44,0.04,2.55,-9.61,1465,1142,,,5.05,0,,
172070,1789909630380,0,51.4009885,-0.3271229,0.922,264.5,0.08,1.2,3,16,272.0,-18.1,-0.1,-1.66,0.06,0.20,-0.14,2.98,-9.19,1464,1140,,,5.05,0,,
172170,1789909630480,1,51.4009900,-0.3271283,0.923,263.6,0.08,1.2,3,16,271.2,-18.1,-0.1,0.13,0.59,0.17,-0.17,3.23,-9.49,1460,1144,,,5.04,0,,
172270,1789909630580,0,51.4009900,-0.3271283,0.923,263.6,0.08,1.2,3,16,271.2,-19.4,-0.1,-3.81,-0.30,-0.60,-0.33,3.40,-8.95,1465,1138,,,5.04,0,,
172370,1789909630680,1,51.4009898,-0.3271213,0.740,269.0,0.08,1.2,3,16,271.8,-19.9,0.0,-1.62,0.35,-0.58,0.08,3.55,-9.15,1466,1141,,,5.04,0,,
172470,1789909630780,0,51.4009898,-0.3271213,0.740,269.0,0.08,1.2,3,16,271.3,-19.3,0.2,2.13,0.55,-0.33,0.25,3.32,-9.15,1462,1141,,,5.04,0,,
172570,1789909630880,1,51.4009927,-0.3271260,0.865,270.1,0.08,1.2,3,16,270.4,-19.1,0.3,0.12,0.21,0.17,-0.17,3.11,-9.49,1464,1142,,,5.05,0,,
172670,1789909630980,0,51.4009927,-0.3271260,0.865,270.1,0.08,1.2,3,16,271.2,-19.0,0.3,0.05,-0.37,-0.11,-0.39,3.33,-9.45,1461,1141,,,5.04,0,,
